Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
Athlete CRM,912780,0033h00001AckX6AAJ,Tina,Patrick,Walters,,Walters,M,,2000-04-29 00:00:00,ICE,ICE,8856462244,twalshj-@townisp.com,Shrewsbury,MA,01545,USAA (the),1
Athlete Historical,912882,B466B1C4-5FAD-E411-940B-005056AD1287,Sherrie,Ann,Kleinfehn,,,F,,1970-09-14 00:00:00,ROW,ROW,8254106735,skleinfehn@yahoo.com,Long Beach,CA,90814,USA,1
MDM,912882,,Sherrie,Ann,Kleinfehn,,Kleinfehn,F,,1970-09-14 00:00:00,ROW,ROW,8254106735,skleinfehn@yahoo.com,Long Beach,CA,90814,USAA (the),1
Athlete CRM,912882,0033h00001Act0cAAB,Sherrie,,Kleinfehn,,Kleinfehn,F,,1970-09-14 00:00:00,ROW,ROW,8254106735,skleinfehn@yahoo.com,Long Beach,CA,90814,USAA (the),1
Athlete Historical,913109,B9A7A30F-FFB2-E411-940B-005056AD1287,Kang,Garr,Draper,,,M,,1998-01-13 00:00:00,,,7265876256,kdrape@outlook.com,brentwood,TN,37027,USA,1
MDM,913109,,Kang,Garr,Draper,,Draper,M,,1998-01-13 00:00:00,BOW,BOW,7265876256,kdrape@outlook.com,brentwood,TN,37027,USAA (the),1
Athlete CRM,913109,0033h00001AcsfCAAR,Kang,Garr,Draper,,Draper,M,,1998-01-13 00:00:00,BOW,BOW,7265876256,kdrape@outlook.com,brentwood,TN,37027,USAA (the),1
Athlete Historical,913648,C64259DE-ACBE-E411-940B-005056AD1287,Timothy,,Bailiff,,,M,,1996-01-05 00:00:00,ATH_P,ATH_P,7256466322,tbbiliff@gmail.com,Galloway,OH,43119,USA,1
EMR,913648,1749473348006190,Timothy,,Bailiff,,,M,,1996-01-05 00:00:00,ATH_P,ATH_P,,tbbiliff@gmail.com,,,,,1
MDM,913648,,Timothy,,Bailiff,,Bailiff,M,,1996-01-05 00:00:00,ATH,ATH,7256466322,tbbiliff@gmail.com,Galloway,OH,43119,USAA (the),1
Athlete CRM,913648,0033h00001AcfExAAJ,Timothy,,Bailiff,,Bailiff,M,,1996-01-05 00:00:00,ATH,ATH,7256466322,tbbiliff@gmail.com,Galloway,OH,43119,USAA (the),1
Athlete Historical,913949,CC8B76AD-D5B6-E411-940B-005056AD1287,MICHELLE,Ann,SNYDER,,,F,,1987-04-04 00:00:00,,,6107801312,msnyder@gmail.com,Alexandria,VA,22304,USA,1
MDM,913949,,MICHELLE,Ann,SNYDER,,SNYDER,F,,1987-04-04 00:00:00,BAS,BAS,6107801312,msnyder@gmail.com,Alexandria,VA,22304,USAA (the),1
Athlete CRM,913949,0033h00001AcuLiAAJ,MICHELLE,Ann,SNYDER,,SNYDER,F,,1987-04-04 00:00:00,BAS,BAS,6107801312,msnyder@gmail.com,Alexandria,VA,22304,USAA (the),1
Training Center,913949,C0F4DD1F-8404-E511-9E56-005056AD000E,MICHELLE,,SNYDER,,,,,1987-04-04 00:00:00,BAS,BAS,,,,,,,1
Finance,913949,209703,Michole,,Sobolewski III,,,,,,BAS,BAS,,,ALEXANDRIA,VA,22304,USA,1
Athlete Historical,914061,CED55200-5CF7-E311-93FC-005056AD437C,JOHN,William,Russell Jr,,,M,,2027-02-02 00:00:00,EQU,EQU,,,San Antonio,TX,78222-4105,USA,1
Competition Results,914061,255807,JOHN,,Russell Jr,,,M,USA,2027-02-02 00:00:00,EQU,EQU,,,,,,,1
MDM,914061,,JOHN,William,Russell Jr,,Russell Jr,M,USA,2027-02-02 00:00:00,EQU,EQU,,,San Antonio,TX,78222-4105,USAA (the),1
Athlete CRM,914061,0033h00001AccyYAAR,JOHN,,Russell Jr,,Russell Jr,M,,2027-02-02 00:00:00,EQU,EQU,,,San Antonio,TX,78222-4105,USAA (the),1
Athlete Historical,914374,D64D363D-49A3-E411-9408-005056AD7D3E,KEVIN,Andrew,Munson,,,M,,1990-04-25 00:00:00,SWI,SWI,3179946523,kmunso@outlook.com,kent,WA,98030,USA,1
MDM,914374,,KEVIN,Andrew,Munson,,Munson,M,,1990-04-25 00:00:00,SWI,SWI,3179946523,kmunso@outlook.com,Kent,WA,98030,USAA (the),1
Athlete CRM,914374,0033h00001AceQcAAJ,KEVIN,,Munson,,Munson,M,,1990-04-25 00:00:00,SWI,SWI,3179946523,kmunso@outlook.com,Kent,WA,98030,USAA (the),1
Athlete Historical,914424,D6DE5200-5CF7-E311-93FC-005056AD437C,Shelby,Christine,Tate,,,F,,1969-03-18 00:00:00,SWI,SWI,8459230737,,Livonia,MI,48154-2460,USA,1
Competition Results,914424,260407,Shelby,,Tate,,,F,USA,1969-03-18 00:00:00,SWI,SWI,,,,,,,1
MDM,914424,,Shelby,Christine,Tate,,Tate,F,USA,1969-03-18 00:00:00,PEN,PEN,8459230737,,Livonia,MI,48154-2460,USA,1
Athlete CRM,914424,0033h00001AckkDAAR,Shelby,,Tate,,Tate,F,,1969-03-18 00:00:00,PEN,PEN,8459230737,,,,,United States of America (the),1
Athlete Historical,914827,DEF4C00D-1FAB-E411-940B-005056AD1287,Miguel,Marie,Tinaley,,,F,,1993-04-21 00:00:00,,,4313593234,miguel.tinaley_02@harter.net,Carrboro,NC,27510,USA,1
MDM,914827,,Miguel,Marie,Tinaley,,Tinaley,F,,1993-04-21 00:00:00,DIV,DIV,4313593234,miguel.tinaley_02@harter.net,Carrboro,NC,27510,USAA (the),1
Athlete CRM,914827,0033h00001AcsMnAAJ,Miguel,Marie,Tinaley,,Tinaley,F,,1993-04-21 00:00:00,DIV,DIV,4313593234,miguel.tinaley_02@harter.net,Carrboro,NC,27510,USAA (the),1
Athlete Historical,914838,DF7CE1FF-5AAD-E411-940B-005056AD1287,NICOLE,Ann,Schaumann,,Schappert (Tully),F,,1986-10-30 00:00:00,ATH,ATH,6724619214,nschaumann@gmail.com,Teaneck,NJ,07666,USA,1
Competition Results,914838,1181988,NICOLE,,TULLY,,,F,USA,1986-10-30 00:00:00,ATH,ATH,,,,,,,1
MDM,914838,,NICOLE,Ann,TULLY,,Schaumann,F,USA,1986-10-30 00:00:00,ATH,ATH,6724619214,nschaumann@gmail.com,Teaneck,NJ,07666,USAA (the),1
Athlete CRM,914838,0033h00001AciECAAZ,NICOLE,Ann,TULLY,,Schaumann,F,,1986-10-30 00:00:00,ATH,ATH,6724619214,nschaumann@gmail.com,Teaneck,NJ,07666,USAA (the),1
Finance,914838,209927,Nicoletta,A,Turgeon,,,,,,ATH,ATH,,,TEANECK,NJ,07666,USA,1
Athlete Historical,914947,E206FA84-D5B6-E411-940B-005056AD1287,STACY,Lynn,PIAGNO,,,F,,1991-03-07 00:00:00,,,5156551493,spiagno@spiagno.com,St. Augustine,FL,32086,USA,1
MDM,914947,,STACY,Lynn,PIAGNO,,PIAGNO,F,,1991-03-07 00:00:00,BAS,BAS,5156551493,spiagno@spiagno.com,St. Augustine,FL,32086,USAA (the),1
Athlete CRM,914947,0033h00001AcuLeAAJ,STACY,Lynn,PIAGNO,,PIAGNO,F,,1991-03-07 00:00:00,BAS,BAS,5156551493,spiagno@spiagno.com,St. Augustine,FL,32086,USAA (the),1
Training Center,914947,D1CF3C5D-8304-E511-9E56-005056AD000E,STACY,,PIAGNO,,,,,1991-03-07 00:00:00,BAS,BAS,,,,,,,1
Finance,914947,209701,Stan,,Pichardo,,,,,,BAS,BAS,,,ST. AUGUSTINE,FL,32086,USA,1
Athlete Historical,915013,E35F399A-D5B6-E411-940B-005056AD1287,CYDNEE,Ann,SANDERS,,,F,,1993-09-19 00:00:00,,,3928545738,csanders@bucknell.org,Magnolia,TX,77355,USA,1
MDM,915013,,CYDNEE,Ann,SANDERS,,SANDERS,F,,1993-09-19 00:00:00,BAS,BAS,3928545738,csanders@bucknell.org,Magnolia,TX,77355,USAA (the),1
Athlete CRM,915013,0033h00001AcuLgAAJ,CYDNEE,Ann,SANDERS,,SANDERS,F,,1993-09-19 00:00:00,BAS,BAS,3928545738,csanders@bucknell.org,Magnolia,TX,77355,USAA (the),1
Training Center,915013,FA1A8BBD-8304-E511-9E56-005056AD000E,CYDNEE,,SANDERS,,,,,1993-09-19 00:00:00,BAS,BAS,,,,,,,1
Finance,915013,209719,Cynthia,,Sanderson,,,,,,BAS,BAS,,,MAGNOLI,TX,77355,USA,1
Athlete Historical,915105,E6136E15-D2B2-E411-940B-005056AD1287,CHRISTINA,,Virdi,,,F,,1983-07-28 00:00:00,EQU,EQU,7288601592,christina.virdi@gmail.com,Wellington,FL,33414,USA,1
MDM,915105,,CHRISTINA,,Virdi,,Virdi,F,,1983-07-28 00:00:00,EQU,EQU,7288601592,christina.virdi@gmail.com,Wellington,FL,33414,USAA (the),1
Athlete CRM,915105,0033h00001Act3IAAR,CHRISTINA,,Virdi,,Virdi,F,,1983-07-28 00:00:00,EQU,EQU,7288601592,christina.virdi@gmail.com,Wellington,FL,33414,USAA (the),1
Athlete Historical,915232,E8D49639-53F7-E311-93FC-005056AD437C,Leo,,Kreb,,,M,,1975-09-28 00:00:00,SWI,SWI,9297249537,lkrebbgmail.com,West Hollywood,CA,90069-4831,USA,1
Competition Results,915232,260140,Leo,,Kreb,,,M,USA,1975-09-28 00:00:00,SWI,SWI,,,,,,,1
MDM,915232,,Leo,,Kreb,,Kreb,M,USA,1975-09-28 00:00:00,SWI,SWI,9297249537,lkrebbgmail.com,West Hollywood,CA,90069-4831,USAA (the),1
Athlete CRM,915232,0033h00001Acij3AAB,Leo,,Kreb,,Kreb,M,,1975-09-28 00:00:00,SWI,SWI,9297249537,lkrebbgmail.com,West Hollywood,CA,90069-4831,USAA (the),1
Athlete Historical,915447,66886266-2D35-E911-8111-005056AD41B8,Sherry,Williams,Martinez,,,F,,1958-02-15 00:00:00,EQU,EQU,7219527439,smartinezzyahoo.com,springtown,PA,18077,USA,1
Athlete Historical,915447,ED860586-49A3-E411-9408-005056AD7D3E,Sherry,Williams,Martinez,,,F,,1958-02-15 00:00:00,EQU,EQU,7219527439,smartinezzyahoo.com,springtown,PA,18077,USA,0
MDM,915447,,Sherry,Williams,Martinez,,Martinez,F,,1958-02-15 00:00:00,EQU,EQU,7219527439,smartinezzyahoo.com,springtown,PA,18077,USAA (the),1
Athlete CRM,915447,0033h00001AdAzwAAF,Sherry,Williams,Martinez,,Martinez,F,,1958-02-15 00:00:00,EQU,EQU,7219527439,smartinezzyahoo.com,springtown,PA,18077,USAA (the),1
Athlete Historical,915905,F8B03B86-3EA3-E411-940A-005056AD1287,KEVIN,Christopher,HANSEN,,,M,,1982-03-19 00:00:00,VOL,VOL,3537236748,khanse@outlook.com,Costa Mesa,CA,92627-1822,USA,1
Competition Results,915905,685559,KEVIN,,HANSEN,,,M,USA,1982-03-19 00:00:00,VOL,VOL,,,,,,,1
MDM,915905,,KEVIN,Christopher,HANSEN,,HANSEN,M,USA,1982-03-19 00:00:00,VOL,VOL,3537236748,khanse@outlook.com,Costa Mesa,CA,92627-1822,USAA (the),1
Athlete CRM,915905,0033h00001AckXrAAJ,KEVIN,,HANSEN,,HANSEN,M,,1982-03-19 00:00:00,VOL,VOL,3537236748,khanse@outlook.com,Costa Mesa,CA,92627-1822,USAA (the),1
Finance,915905,105490,Khalilah,,Hanson,,,,,,VOL,VOL,7610173366,khansen@gmail.com,COSTA MESA,CA,92627,USA,1
Finance,1000349,212573,Happel,DAKOTAAUGUST,Henriquez,,,,,,SAI,SAI,(720) 976-2245,happel.henriquezzgmail.com,Long Beach,CA,90803,USA,1
Competition Results,915966,490166,Pietro,,St. James,,,M,USA,1964-09-02 00:00:00,EQU,EQU,,,,,,,1
MDM,915966,,Pietro,,St. James,,St. James,M,USA,1964-09-02 00:00:00,EQU,EQU,2672713415,pietro.stj-mes@yahoo.com,Ocala,FL,34475,USAA (the),1
Athlete CRM,915966,0033h00001AceUZAAZ,Pietro,,St. James,,St. James,M,,1964-09-02 00:00:00,EQU,EQU,2672713415,pietro.stj-mes@yahoo.com,Ocala,FL,34475,USAA (the),1
Athlete Historical,916065,FC3ADE79-49A3-E411-9408-005056AD7D3E,Olumide,Chauntelle,Cowart,,,F,,1992-03-26 00:00:00,GYM,GYM,4210593723,ocowart@ucla.org.com,Bladensburg,MD,20710,USA,1
MDM,916065,,Olumide,Chauntelle,Cowart,,Cowart,F,,1992-03-26 00:00:00,GYM,GYM,4210593723,ocowart@ucla.org.com,Bladensburg,MD,20710,USAA (the),1
Athlete CRM,916065,0033h00001AceTAAAZ,Olumide,,Cowart,,Cowart,F,,1992-03-26 00:00:00,GYM,GYM,4210593723,ocowart@ucla.org.com,Bladensburg,MD,20710,USAA (the),1
Athlete Historical,916636,0CD79639-53F7-E311-93FC-005056AD437C,THOMAS,,Legate,,,M,,2026-05-04 00:00:00,SAI,SAI,,tlegat@outlook.com,,,,,1
MDM,916636,,THOMAS,,Legate,,Legate,M,,2026-05-04 00:00:00,SAI,SAI,,tlegat@outlook.com,,,,,1
Athlete CRM,916636,0033h00001AchqlAAB,THOMAS,,Legate,,Legate,M,,2026-05-04 00:00:00,SAI,SAI,,,,,,,1
Athlete Historical,916913,1618299C-FFAE-E411-940B-005056AD1287,Jeffrey,,Molinari,,,,,,ATH,ATH,,jmolinari@gmail.com,,,,,1
MDM,916913,,Jeffrey,,Molinari,,Molinari,,,,ATH,ATH,,jmolinari@gmail.com,,,,,1
Athlete CRM,916913,0033h00001AciBeAAJ,Jeffrey,,Molinari,,Molinari,,,,ATH,ATH,,jmolinari@gmail.com,,,,,1
Athlete Historical,917018,190F55E0-1A51-E511-9416-005056AD565D,Kelly,Keith,Fernandes,,,M,,1958-05-16 00:00:00,,,,kelly.fernandes@usa-taekwondo.us,Colorado Springs,CO,80909,USA,1
MDM,917018,,Kelly,Keith,Fernandes,,Fernandes,M,,1958-05-16 00:00:00,TKD_P,TKD_P,,kelly.fernandes@usa-taekwondo.us,Colorado Springs,CO,80909,USAA (the),1
Athlete CRM,917018,0033h00001AcdRlAAJ,Kelly,Keith,Fernandes,,Fernandes,M,,1958-05-16 00:00:00,TKD_P,TKD_P,,kelly.fernandes@usa-taekwondo.us,Colorado Springs,CO,80909,USAA (the),1
Athlete Education,1000404,0034p00001uyu9aAAA,Alex,,Sandbakken,,,M,,1994-03-18 00:00:00,WRE,WRE,(897) 599-5407,asandbbkke@outlook.com,Colorado Springs,CO,80906,USA,1
Athlete Education,1000404,0034p00001uyu9aAAA,Alex,,Sandbakken,,,M,,1994-03-18 00:00:00,WRE,WRE,(897) 599-5407,asandbbkke@outlook.com,Colorado Springs,CO,80906,USA,1
Athlete CRM,917904,0033h00001AceVgAAJ,Florencio,,MCormick,,MCormick,F,,1960-05-02 00:00:00,EQU,EQU,,fmcormick@iol.it,Rocca Canavese,,10070,Italy,1
Athlete Historical,918911,5608F59C-4AA3-E411-9408-005056AD7D3E,Randy,,Vennitti,,,,,1964-11-08 00:00:00,BOX,BOX,,rvennitti@hotmail.com,,,,,1
MDM,918911,,Randy,,Vennitti,,Vennitti,,,1964-11-08 00:00:00,BOX,BOX,,rvennitti@hotmail.com,,,,,1
Athlete CRM,918911,0033h00001AcqnVAAR,Randy,,Vennitti,,Vennitti,,,1964-11-08 00:00:00,BOX,BOX,,rvennitti@hotmail.com,,,,,1
Athlete Historical,919137,5D25E11F-4CA3-E411-9408-005056AD7D3E,Kathleen,Waters,Duarte,,,F,,1988-08-04 00:00:00,SAI,SAI,5124538046,kduarte@ussailing.org,Newport,RI,02840,USA,1
Athlete Education,1000434,0034p00001fF3DWAA0,SHAKENDRICK,,SANDERS,,,M,,1990-08-18 00:00:00,WRE,WRE,(017) 346-5389,kenisha.sander@outlook.com,Marquette,MI,49855,,1
Athlete Education,1000911,0034p00001uyuHLAAY,Lyda,,Mullican,,,M,,1996-03-14 00:00:00,SAI,SAI,(883) 051-0373,lyda.mullia12outlook.com,Fort Pierce,FL,34949,,1
Training Center,919137,569DDC7E-9DE8-E111-8986-005056AD000E,Kate Elizabeth,W,Duarte,,,,USA,1988-08-04 00:00:00,SAI,SAI,5124538046,kduarte@ussailing.org,Newport,RI,02840,,1
Athlete Historical,919534,6A849A50-1C74-E511-9417-005056AD565D,Dane,Anne,Jones,,,F,,1983-09-28 00:00:00,BOX,BOX,9567726949,djones@usaboxing.org,Colorado Springs,CO,80909,USA,1
MDM,919534,,Dane,Anne,Jones,,Jones,F,,1983-09-28 00:00:00,BOX,BOX,9567726949,djones@usaboxing.org,Colorado Springs,CO,80909,USAA (the),1
Athlete CRM,919534,0033h00001AcfYwAAJ,Dane,Anne,Jones,,Jones,F,,1983-09-28 00:00:00,BOX,BOX,9567726949,djones@usaboxing.org,Colorado Springs,CO,80909,USAA (the),1
Training Center,919534,0034D6FF-7313-E511-B642-005056AD000E,Dane,,Jones,,,,,1983-09-28 00:00:00,BOX,BOX,9567726949,dane.jones@gmail.com,Putnam Valley,NY,10579,USA,1
Athlete Historical,920143,7D6D5E5B-A2B3-E411-940B-005056AD1287,Ritter,,Alpern,,,,,,,,,ralpern@uncaa.unc.org,,,,,1
MDM,920143,,Ritter,,Alpern,,Alpern,,,,ATH,ATH,,ralpern@uncaa.unc.org,,,,,1
Athlete CRM,920143,0033h00001AcsgDAAR,Ritter,,Alpern,,Alpern,,,,ATH,ATH,,ralpern@uncaa.unc.org,,,,,1
Athlete Historical,920776,925446B2-4BA3-E411-9408-005056AD7D3E,Jordan,,Fader,,,,,1983-06-06 00:00:00,,,,jfader@amici-cafe.com,,,,,1
MDM,920776,,Jordan,,Fader,,Fader,,,1983-06-06 00:00:00,ATH,ATH,,jfader@amici-cafe.com,,,,,1
Athlete CRM,920776,0033h00001AcdULAAZ,Jordan,,Fader,,Fader,,,1983-06-06 00:00:00,ATH,ATH,,jfader@amici-cafe.com,,,,,1
Athlete Historical,921590,AB4D9005-4AA3-E411-9408-005056AD7D3E,Hector,Robin,Gillingham,,,F,,1969-03-26 00:00:00,EQU,EQU,5194219234,hector.gillingham@comcast.net,Califon,NJ,7830,USA,1
Competition Results,921590,840216,Hector,,Gillingham,,,F,USA,1969-03-26 00:00:00,EQU,EQU,,,,,,,1
MDM,921590,,Hector,Robin,Gillingham,,Gillingham,F,USA,1969-03-26 00:00:00,EQU,EQU,5194219234,hector.gillingham@comcast.net,Califon,NJ,7830,USAA (the),1
Athlete CRM,921590,0033h00001AceeFAAR,Hector,,Gillingham,,Gillingham,F,,1969-03-26 00:00:00,EQU,EQU,5194219234,hector.gillingham@comcast.net,Califon,NJ,7830,USAA (the),1
Athlete Historical,922022,B8C6CBB7-CAB6-E411-940B-005056AD1287,Sheri,,THOMAS,,,,,,,,,sthomas@gmail.com,,,,,1
MDM,922022,,Sheri,,THOMAS,,THOMAS,,,,WRE,WRE,,sthomas@gmail.com,,,,,1
Athlete CRM,922022,0033h00001AcuL9AAJ,Sheri,,THOMAS,,THOMAS,,,,WRE,WRE,,sthomas@gmail.com,,,,,1
Athlete Historical,922620,CC3DE151-EABB-E511-941A-005056AD565D,Briana,Matthew,Bullis Jr.,,,M,,2000-11-06 00:00:00,ARY,ARY,7343309615,bbullisj-@ymail.com,Anthem,AZ,85086,USA,1
MDM,922620,,Briana,Matthew,Bullis Jr.,,Bullis Jr.,M,,2000-11-06 00:00:00,ARY,ARY,7343309615,bbullisj-@ymail.com,Anthem,AZ,85086,USAA (the),1
Athlete CRM,922620,0033h00001AcfiEAAR,Briana,,Bullis Jr.,,Bullis Jr.,M,,2000-11-06 00:00:00,ARY,ARY,7343309615,bbullisj-@ymail.com,Anthem,AZ,85086,USAA (the),1
Athlete Historical,923004,D76A6C75-4BA3-E411-9408-005056AD7D3E,Leeanna,,Ide,,,,,1979-09-27 00:00:00,,,,leeanna.ide@me.com,,,,,0
EMR,923004,1658396501806280,Leeanna,,Ide,,,F,,1979-09-27 00:00:00,SAI_P,SAI_P,,leeanna.ide@me.com,,,,,1
MDM,923004,,Leeanna,,Ide,,,F,,1979-09-27 00:00:00,SAI_P,SAI_P,,leeanna.ide@me.com,,,,,1
Athlete Historical,923010,D7BC605A-4AA3-E411-9408-005056AD7D3E,Jadae,,Zoftis,,,,,1991-12-07 00:00:00,EQU,EQU,,jzzftis@gmail.com,,,,,1
MDM,923010,,Jadae,,Zoftis,,Zoftis,,,1991-12-07 00:00:00,EQU,EQU,,jzzftis@gmail.com,,,,,1
Athlete CRM,923010,0033h00001AcqlTAAR,Jadae,,Zoftis,,Zoftis,,,1991-12-07 00:00:00,EQU,EQU,,jzzftis@gmail.com,,,,,1
Athlete Historical,923138,DC6FDB96-4AA3-E411-9408-005056AD7D3E,Daniella,,Vock,,,,,1960-04-21 00:00:00,SHO,SHO,,dvock@zzominternet.net,,,,,1
MDM,923138,,Daniella,,Vock,,Vock,,,1960-04-21 00:00:00,SHO_P,SHO_P,,dvock@zzominternet.net,,,,,1
Athlete CRM,923138,0033h00001AcqniAAB,Daniella,,Vock,,Vock,,,1960-04-21 00:00:00,SHO_P,SHO_P,,dvock@zzominternet.net,,,,,1
Athlete Historical,923258,DF3ED20C-49A3-E411-9408-005056AD7D3E,Kristen,Marie,Zawlocki,,,F,,1982-01-08 00:00:00,ATH,ATH,9714149615,kzzwlocki@gmail.com,Northwood,NH,3261,USA,1
MDM,923258,,Kristen,Marie,Zawlocki,,Zawlocki,F,,1982-01-08 00:00:00,ATH,ATH,9714149615,kzzwlocki@gmail.com,Northwood,NH,3261,USAA (the),1
Athlete CRM,923258,0033h00001AcqjjAAB,Kristen,,Zawlocki,,Zawlocki,F,,1982-01-08 00:00:00,ATH,ATH,9714149615,kzzwlocki@gmail.com,Northwood,NH,3261,USAA (the),1
Athlete Historical,923458,E58F9478-4AA3-E411-9408-005056AD7D3E,Michael Briggs,,Hower,,,,,1988-03-27 00:00:00,ATH,ATH,,mhower@gmail.com,,,,,1
MDM,923458,,Michael Briggs,,Hower,,Hower,,,1988-03-27 00:00:00,ATH,ATH,,mhower@gmail.com,,,,,1
Athlete CRM,923458,0033h00001AcqmCAAR,Michael Briggs,,Hower,,Hower,,,1988-03-27 00:00:00,ATH,ATH,,mhower@gmail.com,,,,,1
Athlete Historical,924076,F8CF93A4-49A3-E411-9408-005056AD7D3E,Michael Briggs,Noah,Austin,,,M,,1971-01-06 00:00:00,,,3288129884,maustin2@ahoo.com,Brooklyn,NY,,USA,1
MDM,924076,,Michael Briggs,Noah,Austin,,Austin,M,,1971-01-06 00:00:00,PEN,PEN,3288129884,maustin2@ahoo.com,Brooklyn,NY,10027,USAA (the),1
Athlete CRM,924076,0033h00001AcuT4AAJ,Michael Briggs,,Austin,,Austin,M,,1971-01-06 00:00:00,PEN,PEN,3288129884,maustin2@ahoo.com,Brooklyn,NY,,USAA (the),1
Training Center,924076,138EC5ED-5DCF-E911-970D-005056AD000E,Michael Briggs,,Austin,,,,,1971-01-06 00:00:00,FEN,FEN,5288129884,maustin2@otmail.com,NYC,NY,10027,,1
MDM,931440,,William Alexander,S,Bruce,,,,,,ROW_P,ROW_P,7216945928,sbrown@comcast.net,JACKSONVILLE,FL,32224,,1
Finance,931440,201522,William Alexander,S,Bruce,,,,,,ROW_P,ROW_P,7216945928,sbrown@comcast.net,JACKSONVILLE,FL,32224,,1
Athlete Historical,931572,3E8AB14B-46EA-E611-80E5-005056AD0A0F,MARY,,SHAW,,,,,,SKI,SKI,,,,,,,1
Competition Results,931572,659869,Bruce,,SHAW,,,F,USA,1991-05-12 00:00:00,SKI,SKI,,,,,,,1
MDM,931572,,MARY,BROOKE,Shelton,,SHAW,,,,SBX_P,SBX_P,9716785386,mshelton@mac.com,BONDVILLE,VT,05340,USA,1
Athlete CRM,931572,0033h00001Ach7RAAR,MARY,,SHAW,,SHAW,,,,SBX_P,SBX_P,,,,,,,1
Finance,931572,201986,Mary Ann,BROOKE,Shelton,,,,,,SKI,SKI,9716785386,mshelton@mac.com,BONDVILLE,VT,05340,USA,1
Athlete Education,1000912,0034p00001uyuIPAAY,Paul,,Suniula,,,M,,1994-08-17 00:00:00,SHO,SHO,(723) 321-8834,psuniul@outlook.com,Phenix City,AL,36870,,1
Athlete Education,1000946,0034600001YgUBRAA3,Alexis Chyanne,,Laird,,,F,,1993-01-25 00:00:00,SHO,SHO,(813) 315-2249,alaird@gmail.com,Colorado Springs,CO,80919,USA,1
Athlete Historical,932434,A95E9261-84ED-E611-80E5-005056AD0A0F,SARAH,,CHEN,,,,,,SSK,SSK,,,,,,,1
EMR,932434,1690198336306320,SARAH,,CHEN,,,F,,1995-03-15 00:00:00,SSK,SSK,,schen@gmail.com,,,,,1
Competition Results,932434,833274,SARAH,,CHEN,,,F,USA,1995-03-15 00:00:00,SSK,SSK,,,,,,,1
MDM,932434,,SARAH,LIU,CHEN,,CHEN,F,,1995-03-15 00:00:00,SSK,SSK,,schen@gmail.com,SAN MARINO,CA,91108,USA,1
Athlete CRM,932434,0033h00001Ach8GAAR,SARAH,,CHEN,,CHEN,,,,SSK,SSK,,,,,,,1
Training Center,932434,F8ECC622-5F77-E011-8145-005056AD000E,SARAH,,CHEN,,,,,,SSK,SSK,,,,,,,1
Finance,932434,205174,Sariyah,LIU,Cheng,,,,,,SSK,SSK,,,SAN MARINO,CA,91108,USA,1
Athlete Historical,932941,592E3C63-4BA3-E411-9408-005056AD7D3E,MEGAN,,LIANG,,,,,1995-08-20 00:00:00,,,,mliang@yahoo.com,,,,,0
MDM,932941,,Meghan,,Lightfoot,,,,,,SWI_P,SWI_P,5364417991,mlightfoot@gmail.com,MORAGA,CA,94556,USA,1
Finance,932941,207084,Meghan,,Lightfoot,,,,,,SWI_P,SWI_P,5364417991,mlightfoot@gmail.com,MORAGA,CA,94556,USA,1
Competition Results,933447,922723,VICTORIA,,BURCH,,,F,USA,1990-03-26 00:00:00,SHO,SHO,,,,,,,1
MDM,933447,,VICTORIA,ROSE,BURCH,,,,,1990-03-26 00:00:00,SHO,SHO,9415603480,vburch@gmail.com,MOUNTAIN HOME,TX,78058,USA,1
Training Center,933447,7F9B3AA4-7B47-DF11-8113-001A648ADFAC,VICTORIA,,BURCH,,,,,,SHO,SHO,,,,,,,1
Finance,933447,208707,Vidal,ROSE,Burgess,,,,,,SHO,SHO,9415603480,vburch@gmail.com,MOUNTAIN HOME,TX,78058,USA,1
Athlete Education,1001870,0034p00001wgNbcAAE,Abbey,,Mullis,,,M,,1994-09-10 00:00:00,CAN,CAN,(881) 614-7105,amulli@outlook.com,,,,,1
Training Center,1002022,1BE3F4E8-FFDE-E511-ADF7-005056AD000E,Jane,,Kujacznski,,,,Czech Republic,1988-04-29 00:00:00,ATH,ATH,1716424674,kujaczzski.jane@centrum.ca,Prague,,16100,,1
Competition Results,934129,681206,CHRISTOPHER,,Wagner,,,M,USA,1968-09-28 00:00:00,ATH_P,ATH_P,,,,,,,1
MDM,1002022,,Jane,,Kujacznski,,,,Czech Republic,1988-04-29 00:00:00,ATH,ATH,1716424674,kujaczzski.jane@centrum.ca,Prague,,16100,,1
Training Center,1002042,80856F51-01DF-E511-ADF7-005056AD000E,Joanna,,Serna,,,,Czech Republic,,ATH,ATH,1716424674,,,,,,1
MDM,934713,,Markku,,Rich,,,,,,WRE,WRE,8207522686,,MARK RIAL,22,50501,,1
Finance,934713,200908,Markku,,Rich,,,,,,WRE,WRE,8207522686,,MARK RIAL,22,50501,,1
Athlete Historical,968869,EED39639-53F7-E311-93FC-005056AD437C,Jen,Ross,Klein,,,M,,1962-02-15 00:00:00,SSK,SSK,3733829616,j-n.klein2@ahoo.com,Milwaukee,WI,53208-1604,USA,1
